country	longitude	latitude	polygon_id	source	Pfsa1_+	Pfsa1_N	Pfsa2_+	Pfsa2_N	Pfsa3_+	Pfsa3_N	Pfsa4_+	Pfsa4_N	Pfsa12_--	Pfsa12_-+	Pfsa12_+-	Pfsa12_++	Pfsa13_--	Pfsa13_-+	Pfsa13_+-	Pfsa13_++	Pfsa14_--	Pfsa14_-+	Pfsa14_+-	Pfsa14_++	Pfsa23_--	Pfsa23_-+	Pfsa23_+-	Pfsa23_++	Pfsa24_--	Pfsa24_-+	Pfsa24_+-	Pfsa24_++	Pfsa34_--	Pfsa34_-+	Pfsa34_+-	Pfsa34_++
Democratic Republic of the Congo	23.27629641999998	-0.879509385964753	7823	Verity et al 2021	4	6	1	6	1	5	7	7	2	0	2	1	2	0	1	1	0	2	0	4	4	1	0	0	0	5	0	1	0	4	0	1
Democratic Republic of the Congo	23.276296419999664	0.8525414129434167	7824	Verity et al 2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Democratic Republic of the Congo	23.276296419999742	2.58459213274522	7825	Verity et al 2021	2	3	1	2	0	3	4	4	1	0	0	1	1	0	1	0	0	1	0	2	1	0	1	0	0	1	0	1	0	3	0	0
Democratic Republic of the Congo	23.276296419999717	4.316642612724241	7826	Verity et al 2021	2	4	2	4	2	3	4	4	2	0	0	2	1	0	0	2	0	2	0	2	1	0	0	2	0	2	0	2	0	1	0	2
Democratic Republic of the Congo	23.776296420000005	-6.941685484756657	7856	Verity et al 2021	35	45	26	38	27	37	48	50	3	4	4	22	6	2	1	25	0	8	2	30	3	5	5	16	0	11	2	24	0	10	0	27
Democratic Republic of the Congo	23.776296420000133	-5.209635674628792	7857	Verity et al 2021	2	3	1	2	2	3	2	2	1	0	0	1	1	0	0	2	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1
Democratic Republic of the Congo	23.77629642000016	-3.477585381086664	7858	Verity et al 2021	14	18	9	16	9	16	22	22	3	0	3	6	4	0	2	8	0	4	0	12	4	2	1	5	0	7	0	9	0	7	0	8
Democratic Republic of the Congo	23.77629641999999	-0.013483986667086261	7860	Verity et al 2021	2	4	2	4	1	4	6	6	1	0	0	1	2	0	0	1	0	2	0	2	1	0	1	1	0	2	0	1	0	2	0	1
Democratic Republic of the Congo	23.77629642000007	1.7185667927769304	7861	Verity et al 2021	0	2	0	2	0	2	2	2	2	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	2	0	0
Democratic Republic of the Congo	23.77629642000018	3.4506174127574223	7862	Verity et al 2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Democratic Republic of the Congo	24.27629642000029	-7.807710158302196	7893	Verity et al 2021	6	8	3	5	1	5	8	8	2	0	0	3	2	0	2	1	0	2	0	6	2	0	1	1	0	2	0	3	0	4	0	1
Democratic Republic of the Congo	24.27629642000014	-6.075660650166408	7894	Verity et al 2021	18	24	11	19	14	23	26	26	4	0	2	11	5	0	1	13	0	5	0	15	6	2	1	8	0	7	0	11	0	9	0	12
Democratic Republic of the Congo	24.276296420000214	-2.6115601032640874	7896	Verity et al 2021	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1
Democratic Republic of the Congo	24.276296420000268	-0.8795093859649783	7897	Verity et al 2021	5	8	1	5	3	8	6	6	2	0	2	1	3	0	2	2	0	2	0	3	3	1	1	0	0	4	0	1	0	4	0	2
Democratic Republic of the Congo	24.276296420000325	0.8525414129434886	7898	Verity et al 2021	0	3	1	3	0	3	4	4	2	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	0	2	0	1	0	3	0	0
Democratic Republic of the Congo	24.27629642000024	2.5845921327453603	7899	Verity et al 2021	5	10	4	6	6	12	9	9	2	1	0	3	5	0	0	5	0	4	0	4	2	0	1	3	0	2	0	2	0	4	0	5
Democratic Republic of the Congo	24.77629642000021	-10.405783011604255	7928	Verity et al 2021	3	8	3	7	3	8	8	8	4	0	0	3	5	0	0	3	0	5	0	3	4	0	0	3	0	4	0	3	0	5	0	3
Democratic Republic of the Congo	24.776296420000218	-8.673734650700329	7929	Verity et al 2021	2	3	2	2	1	3	2	2	0	1	0	1	1	0	1	1	0	1	0	1	0	0	2	0	0	0	0	1	0	1	0	1
Democratic Republic of the Congo	24.776296420000065	-5.209635674628747	7931	Verity et al 2021	2	3	2	3	2	3	3	3	1	0	0	2	1	0	0	2	0	1	0	2	1	0	0	2	0	1	0	2	0	1	0	2
Democratic Republic of the Congo	24.776296420000094	-3.477585381086412	7932	Verity et al 2021	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
Democratic Republic of the Congo	25.276296420000023	-7.807710158302416	7967	Verity et al 2021	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
Democratic Republic of the Congo	25.27629642000019	-6.075660650166558	7968	Verity et al 2021	3	5	3	4	2	4	5	5	0	1	1	2	1	0	1	2	0	2	0	3	0	1	2	1	0	1	0	3	0	2	0	2
Democratic Republic of the Congo	25.27629642	-4.343610578239322	7969	Verity et al 2021	2	2	3	3	1	2	3	3	0	0	0	2	0	0	1	1	0	0	0	2	0	0	1	1	0	0	0	3	0	1	0	1
Democratic Republic of the Congo	25.276296419999937	0.8525414129434347	7972	Verity et al 2021	13	20	8	13	7	12	18	18	4	1	0	7	4	1	1	5	0	6	0	10	3	1	1	4	0	5	0	7	0	5	0	6
Democratic Republic of the Congo	25.776296420000193	-10.405783011604314	8002	Verity et al 2021	3	6	1	4	2	4	5	5	3	0	0	1	2	0	0	2	0	3	0	2	2	0	0	0	0	3	0	0	0	2	0	2
Democratic Republic of the Congo	25.776296420000094	-8.673734650700165	8003	Verity et al 2021	3	5	1	2	1	2	3	3	1	0	0	1	1	0	0	1	0	2	0	1	1	0	0	1	0	1	0	1	0	1	0	1
Democratic Republic of the Congo	25.776296420000104	-6.9416854847565395	8004	Verity et al 2021	9	10	10	11	4	9	11	11	1	0	0	9	1	0	3	3	0	1	0	8	1	0	3	4	0	1	0	9	0	5	0	3
Democratic Republic of the Congo	25.77629642000012	-5.209635674628846	8005	Verity et al 2021	3	5	1	1	2	4	6	6	0	0	0	1	1	0	0	2	0	2	0	3	0	0	0	1	0	0	0	1	0	2	0	2
Democratic Republic of the Congo	25.776296420000126	-3.477585381086443	8006	Verity et al 2021	2	2	1	1	1	1	2	2	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1
Democratic Republic of the Congo	25.776296420000193	-1.7455347648601558	8007	Verity et al 2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Democratic Republic of the Congo	25.77629642000027	-0.01348398666703405	8008	Verity et al 2021	1	6	2	5	0	4	7	7	2	1	0	1	3	0	0	0	0	4	0	1	2	0	0	0	0	3	0	2	0	3	0	0
Democratic Republic of the Congo	25.7762964200003	1.718566792776904	8009	Verity et al 2021	4	7	3	4	1	4	6	6	1	0	0	3	3	0	0	1	0	3	0	3	1	0	0	1	0	1	0	2	0	3	0	1
Democratic Republic of the Congo	25.776296420000175	3.4506174127574583	8010	Verity et al 2021	9	10	4	7	4	5	8	8	0	0	3	3	0	0	1	4	0	0	0	7	1	1	0	3	0	3	0	4	0	1	0	4
Democratic Republic of the Congo	26.276296419999706	-11.271806839856321	8039	Verity et al 2021	1	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Democratic Republic of the Congo	26.27629641999991	-9.53975894184107	8040	Verity et al 2021	3	6	3	4	1	2	6	6	1	1	0	2	1	0	0	1	0	3	0	3	1	0	0	1	0	1	0	3	0	1	0	1
Democratic Republic of the Congo	26.276296419999873	-7.8077101583024575	8041	Verity et al 2021	1	2	1	2	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0
Democratic Republic of the Congo	26.27629641999992	-6.075660650166532	8042	Verity et al 2021	4	8	3	4	3	8	9	9	0	0	0	3	4	0	0	3	0	4	0	4	1	0	0	3	0	1	0	3	0	5	0	3
Democratic Republic of the Congo	26.27629641999992	-4.343610578239178	8043	Verity et al 2021	12	16	7	12	11	14	16	16	3	1	2	5	2	2	1	9	0	4	0	11	3	2	0	6	0	4	0	7	0	2	0	11
Democratic Republic of the Congo	26.276296419999806	-2.6115601032641376	8044	Verity et al 2021	7	16	5	10	5	14	22	22	4	2	0	3	6	0	1	4	0	8	0	6	4	0	2	3	0	5	0	5	0	9	0	5
Democratic Republic of the Congo	26.276296419999877	-0.8795093859648143	8045	Verity et al 2021	0	3	0	3	1	4	3	3	2	0	0	0	2	1	0	0	0	2	0	0	2	1	0	0	0	3	0	0	0	2	0	1
Democratic Republic of the Congo	26.27629641999995	2.5845921327452492	8047	Verity et al 2021	8	10	7	10	6	10	14	14	1	0	1	6	2	0	1	5	0	2	0	8	1	2	1	4	0	3	0	7	0	4	0	6
Democratic Republic of the Congo	26.776296419999692	-10.40578301160422	8076	Verity et al 2021	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Democratic Republic of the Congo	26.776296419999788	-8.673734650700183	8077	Verity et al 2021	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1
Democratic Republic of the Congo	26.77629641999979	-6.941685484756596	8078	Verity et al 2021	7	9	7	9	4	5	11	11	1	0	0	6	0	0	0	4	0	2	0	7	0	0	1	4	0	2	0	7	0	1	0	4
Democratic Republic of the Congo	26.776296419999827	-5.209635674628857	8079	Verity et al 2021	6	10	8	11	5	9	12	12	3	0	0	6	3	0	0	4	0	3	0	5	3	0	0	5	0	3	0	7	0	4	0	5
Democratic Republic of the Congo	26.776296419999777	-3.4775853810866177	8080	Verity et al 2021	7	9	4	8	6	9	12	12	2	0	1	3	2	0	0	4	0	2	0	6	2	2	0	3	0	4	0	3	0	3	0	6
Democratic Republic of the Congo	26.77629641999985	-1.7455347648601964	8081	Verity et al 2021	2	10	1	9	0	11	11	11	7	0	1	0	8	0	2	0	0	8	0	2	8	0	1	0	0	8	0	1	0	11	0	0
Democratic Republic of the Congo	26.776296419999948	3.4506174127575338	8084	Verity et al 2021	2	2	1	1	2	2	2	2	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	2
Democratic Republic of the Congo	27.27629642000036	-11.271806839856461	8113	Verity et al 2021	5	9	5	6	4	6	10	10	1	2	0	3	2	0	0	4	0	4	0	4	1	0	1	2	0	1	0	4	0	2	0	3
Democratic Republic of the Congo	27.276296420000133	-9.539758941841036	8114	Verity et al 2021	3	3	3	3	1	2	3	3	0	0	0	3	0	0	1	1	0	0	0	3	0	0	1	1	0	0	0	3	0	1	0	1
Democratic Republic of the Congo	27.276296420000083	-7.807710158302381	8115	Verity et al 2021	4	8	2	4	2	7	9	9	1	1	0	1	4	0	0	1	0	3	0	3	2	0	1	0	0	2	0	1	0	4	0	2
Democratic Republic of the Congo	27.276296420000058	-6.075660650166582	8116	Verity et al 2021	2	5	1	5	1	5	5	5	3	0	1	1	3	0	1	1	0	3	0	2	4	0	0	1	0	4	0	1	0	4	0	1
Democratic Republic of the Congo	27.276296420000147	-4.343610578239242	8117	Verity et al 2021	10	13	6	9	5	11	17	17	1	1	2	4	3	0	3	5	0	3	0	10	3	0	2	3	0	3	0	6	0	6	0	5
Democratic Republic of the Congo	27.27629642000017	-2.6115601032641007	8118	Verity et al 2021	4	8	1	4	1	6	5	5	2	0	1	1	3	0	2	1	0	3	0	2	3	0	0	1	0	2	0	1	0	4	0	1
Democratic Republic of the Congo	27.276296420000204	-0.8795093859649006	8119	Verity et al 2021	2	4	2	4	1	3	4	4	2	0	0	1	2	0	0	0	0	2	0	1	2	0	0	1	0	2	0	2	0	2	0	1
Democratic Republic of the Congo	27.276296420000133	2.5845921327451595	8121	Verity et al 2021	6	9	5	9	6	10	10	10	1	0	1	5	2	0	0	6	0	2	0	6	3	1	0	5	0	4	0	5	0	4	0	6
Democratic Republic of the Congo	27.276296420000076	4.316642612724117	8122	Verity et al 2021	4	5	2	4	3	4	5	5	1	0	0	2	1	0	0	3	0	1	0	3	1	0	0	1	0	2	0	2	0	1	0	2
Democratic Republic of the Congo	27.77629642000047	-12.13783040644478	8149	Verity et al 2021	2	2	2	2	1	2	3	3	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1
Democratic Republic of the Congo	27.776296420000378	-10.405783011604255	8150	Verity et al 2021	2	3	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
Democratic Republic of the Congo	27.776296420000396	-6.941685484756476	8152	Verity et al 2021	5	7	3	4	3	5	6	6	1	1	0	2	1	0	1	3	0	1	0	5	1	0	0	2	0	1	0	2	0	2	0	3
Democratic Republic of the Congo	27.776296420000307	-5.2096356746287285	8153	Verity et al 2021	3	3	2	2	3	3	3	3	0	0	0	2	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	3
Democratic Republic of the Congo	27.776296420000264	-3.4775853810865485	8154	Verity et al 2021	1	2	2	3	0	3	2	2	1	0	0	1	1	0	1	0	0	0	0	1	1	0	2	0	0	0	0	2	0	2	0	0
Democratic Republic of the Congo	27.776296420000296	-1.7455347648601596	8155	Verity et al 2021	2	3	2	2	0	3	3	3	0	1	0	1	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	2	0	3	0	0
Democratic Republic of the Congo	27.776296420000214	3.4506174127576403	8158	Verity et al 2021	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
Democratic Republic of the Congo	28.276296420000207	-9.539758941841141	8188	Verity et al 2021	3	3	2	2	3	3	3	3	0	0	0	2	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	3
Democratic Republic of the Congo	28.276296420000268	-6.075660650166682	8190	Verity et al 2021	4	8	3	6	3	6	8	8	3	0	0	3	3	0	0	3	0	4	0	4	2	0	0	3	0	3	0	3	0	3	0	3
Democratic Republic of the Congo	28.276296420000364	-4.343610578239254	8191	Verity et al 2021	3	5	4	6	1	5	9	9	2	0	0	3	2	0	1	0	0	2	0	3	2	0	2	0	0	2	0	3	0	3	0	1
Democratic Republic of the Congo	28.276296420000232	-2.611560103264117	8192	Verity et al 2021	2	5	2	4	3	4	6	6	1	1	1	1	1	1	0	0	0	3	0	2	0	0	1	0	0	2	0	2	0	1	0	2
Democratic Republic of the Congo	28.276296420000115	2.5845921327450023	8195	Verity et al 2021	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Democratic Republic of the Congo	28.77629641999988	-8.673734650700156	8225	Verity et al 2021	2	3	1	2	0	1	3	3	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	1	0	1	0	0
Democratic Republic of the Congo	28.77629641999995	-3.477585381086559	8228	Verity et al 2021	3	3	1	1	2	2	2	2	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	2
Rwanda	28.776296419999767	-1.7455347648600978	8229	Verity et al 2021	11	11	7	9	8	11	11	11	0	0	2	7	0	0	3	7	0	0	0	10	0	2	2	4	0	2	0	7	0	2	0	8
Democratic Republic of the Congo	28.776296419999944	3.45061741275769	8232	Verity et al 2021	4	5	1	2	4	5	7	7	1	0	0	1	1	0	0	3	0	1	0	4	1	0	0	1	0	1	0	1	0	1	0	4
Democratic Republic of the Congo	29.276296419999913	-13.003853691195317	8260	Verity et al 2021	2	2	2	2	2	2	3	3	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2
United Republic of Tanzania	29.276296419999785	-4.3436105782394225	8265	Verity et al 2021	3	5	1	3	2	3	5	5	1	0	1	1	1	0	0	2	0	1	0	3	1	1	0	1	0	2	0	1	0	1	0	2
Rwanda	29.27629641999995	-2.6115601032642286	8266	Verity et al 2021	6	7	4	4	5	6	6	6	0	0	0	4	1	0	0	5	0	1	0	5	0	0	0	3	0	0	0	3	0	1	0	5
Uganda	29.276296419999927	-0.8795093859647923	8267	Greenwood Uganda 2017-2022	0	4	2	4	0	4	0	4	2	2	0	0	4	0	0	0	4	0	0	0	2	0	2	0	2	0	2	0	4	0	0	0
Uganda	29.276296419999927	-0.8795093859647923	8267	Verity et al 2021	1	1	1	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Democratic Republic of the Congo	29.27629642000008	0.852541412943607	8268	Verity et al 2021	12	13	5	9	10	13	14	14	1	0	3	5	1	0	1	9	0	1	0	12	1	3	1	3	0	4	0	5	0	2	0	9
Democratic Republic of the Congo	29.776296419999902	-6.941685484756621	8300	Verity et al 2021	1	2	0	1	1	2	3	3	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1
United Republic of Tanzania	29.776296419999944	-5.209635674628519	8301	Moser et al 2021	52	125	57	111	59	114	0	144	44	12	4	40	43	11	3	35	67	0	47	0	32	12	10	37	51	0	54	0	53	0	57	0
Rwanda	29.77629642000011	-1.7455347648602633	8303	Verity et al 2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uganda	29.776296420000055	-0.01348398666724657	8304	Verity et al 2021	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Democratic Republic of the Congo	29.776296419999927	1.718566792776991	8305	Verity et al 2021	7	10	7	8	7	14	21	21	1	0	0	5	3	0	2	4	0	3	0	7	1	0	3	3	0	1	0	7	0	7	0	7
Democratic Republic of the Congo	29.776296419999976	3.450617412757734	8306	Verity et al 2021	1	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
United Republic of Tanzania	30.276296420000087	-4.34361057823966	8339	MalariaGEN Pf7	63	151	61	140	62	145	0	162	57	15	11	40	69	2	3	48	81	0	54	0	51	15	16	35	67	0	55	0	73	0	52	0
United Republic of Tanzania	30.276296420000087	-4.34361057823966	8339	Moser et al 2021	22	54	26	44	25	48	0	65	12	6	2	12	19	1	0	14	25	0	19	0	11	5	6	14	17	0	25	0	22	0	23	0
United Republic of Tanzania	30.276296419999944	-0.8795093859646353	8341	Greenwood Uganda 2017-2022	3	27	11	23	4	26	3	27	12	8	0	3	22	1	0	3	21	3	3	0	12	0	8	3	10	2	11	0	19	3	4	0
Democratic Republic of the Congo	30.27629642000013	2.5845921327451067	8343	Verity et al 2021	5	5	5	5	4	6	7	7	0	0	0	5	0	0	1	4	0	0	0	5	0	0	1	4	0	0	0	5	0	2	0	4
United Republic of Tanzania	30.776296420000126	-5.209635674628528	8375	Moser et al 2021	18	54	11	36	21	37	0	58	15	5	3	5	8	8	2	11	28	0	13	0	9	7	1	7	22	0	9	0	14	0	17	0
Uganda	30.776296420000183	1.7185667927769057	8379	Verity et al 2021	8	14	6	10	11	16	17	17	3	1	1	4	5	1	0	8	0	6	0	7	3	1	0	5	0	4	0	6	0	5	0	10
Democratic Republic of the Congo	30.77629642000008	3.4506174127576443	8380	Verity et al 2021	6	6	5	5	5	5	6	6	0	0	0	5	0	0	0	5	0	0	0	6	0	0	0	5	0	0	0	5	0	0	0	5
United Republic of Tanzania	31.276296420000158	-2.6115601032641065	8414	Moser et al 2021	5	15	3	9	3	8	0	14	3	0	0	2	3	1	0	1	4	0	3	0	3	1	0	2	5	0	3	0	3	0	3	0
Uganda	31.276296419999756	2.584592132745213	8417	Verity et al 2021	10	14	5	8	9	13	15	15	3	0	0	5	3	1	0	8	0	4	0	8	3	0	0	5	0	3	0	5	0	4	0	9
United Republic of Tanzania	31.776296420000044	-1.7455347648604336	8451	MalariaGEN Pf7	14	48	18	49	24	51	0	58	28	3	1	12	23	10	2	10	34	0	14	0	21	8	3	13	31	0	18	0	27	0	24	0
Uganda	31.776296419999955	-0.013483986667065424	8452	Greenwood Uganda 2017-2022	1	7	4	7	3	6	0	7	2	4	1	0	3	2	0	1	6	0	1	0	1	1	2	2	3	0	4	0	3	0	3	0
Uganda	31.77629642000023	1.7185667927768158	8453	Greenwood Uganda 2017-2022	0	12	3	9	1	10	0	12	6	3	0	0	9	1	0	0	12	0	0	0	6	0	1	1	6	0	3	0	9	0	1	0
Uganda	32.27629642000031	2.584592132745094	8491	Greenwood Uganda 2017-2022	2	8	2	7	3	8	1	8	5	0	0	2	5	1	0	2	6	0	1	1	4	1	0	2	5	0	1	1	5	0	2	1
United Republic of Tanzania	32.77629642000022	-3.4775853810864827	8524	Moser et al 2021	0	5	1	1	1	1	0	4	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Uganda	32.776296419999895	1.7185667927771804	8527	MalariaGEN Pf7	4	13	5	11	4	13	0	15	6	1	0	4	9	0	0	4	9	0	4	0	6	0	1	4	6	0	5	0	9	0	4	0
Uganda	32.77629641999987	3.450617412757766	8528	Greenwood Uganda 2017-2022	8	33	6	29	7	29	0	33	20	2	3	4	22	1	0	6	25	0	8	0	19	3	1	3	23	0	6	0	22	0	7	0
Mozambique	33.27629642000003	-23.396103715822264	8550	MalariaGEN Pf7	0	43	0	47	0	43	0	41	42	0	0	0	41	0	0	0	39	0	0	0	41	0	0	0	40	0	0	0	39	0	0	0
United Republic of Tanzania	33.276296419999944	-2.6115601032642517	8562	Moser et al 2021	19	62	16	43	11	32	0	51	25	2	0	10	19	0	0	8	28	0	14	0	18	0	2	7	22	0	13	0	20	0	11	0
Uganda	33.27629642000015	2.584592132744957	8565	Greenwood Uganda 2017-2022	9	63	13	56	12	62	6	64	40	7	2	6	47	7	2	5	49	5	8	1	41	2	3	9	39	4	12	1	44	6	12	0
Uganda	33.77629641999999	1.7185667927770583	8601	Greenwood Uganda 2017-2022	0	18	1	18	1	18	1	19	17	1	0	0	17	1	0	0	17	1	0	0	16	1	1	0	16	1	1	0	16	1	1	0
Uganda	33.776296420000115	3.450617412757792	8602	Greenwood Uganda 2017-2022	3	14	2	13	3	14	1	14	10	0	1	2	10	1	1	2	10	1	3	0	10	1	0	2	10	1	2	0	10	1	3	0
Mozambique	34.27629642000001	-16.46794360718483	8628	MalariaGEN Pf7	9	305	10	304	16	297	0	315	288	1	1	7	279	8	0	8	294	0	9	0	276	7	0	6	293	0	10	0	279	0	16	0
United Republic of Tanzania	34.276296419999895	-9.539758941841217	8632	Moser et al 2021	3	41	2	18	8	22	0	38	14	1	1	1	12	6	1	0	28	0	3	0	9	5	1	0	14	0	2	0	12	0	6	0
Kenya	34.27629642000001	0.8525414129436145	8638	Greenwood Uganda 2017-2022	3	22	4	16	3	22	0	23	12	1	0	3	19	0	0	3	19	0	3	0	12	0	1	3	12	0	4	0	19	0	3	0
Kenya	34.7762964200001	-0.013483986667270506	8674	MalariaGEN Pf7	9	52	10	47	15	51	0	64	34	2	1	8	34	5	0	8	43	0	9	0	28	4	0	9	37	0	10	0	36	0	15	0
Mozambique	35.27629641999997	-11.271806839856364	8705	Moser et al 2021	2	22	3	17	5	17	0	20	10	1	1	1	12	0	0	2	14	0	1	0	8	3	1	2	11	0	1	0	10	0	3	0
Mozambique	35.776296419999944	-15.601921652208297	8739	MalariaGEN Pf7	0	51	0	51	0	52	0	52	51	0	0	0	51	0	0	0	51	0	0	0	51	0	0	0	51	0	0	0	52	0	0	0
United Republic of Tanzania	37.27629641999949	-11.271806839856286	8853	Moser et al 2021	0	65	0	43	0	48	0	53	43	0	0	0	47	0	0	0	49	0	0	0	40	0	0	0	39	0	0	0	43	0	0	0
United Republic of Tanzania	37.27629641999977	-7.807710158302256	8855	MalariaGEN Pf7	3	34	3	34	3	32	0	34	31	0	0	3	29	0	0	3	31	0	3	0	29	0	0	3	31	0	3	0	29	0	3	0
Mozambique	38.276296420000506	-11.271806839856536	8927	Moser et al 2021	1	20	1	12	1	9	0	18	10	0	0	1	6	1	0	0	13	0	1	0	5	1	0	0	10	0	1	0	6	0	1	0
United Republic of Tanzania	38.276296420000165	-9.539758941841253	8928	MalariaGEN Pf7	2	73	2	72	2	68	0	73	66	0	0	2	64	1	1	1	69	0	2	0	61	1	1	1	66	0	2	0	64	0	2	0
Ethiopia	38.276296420000044	7.780742210305497	8938	MalariaGEN Pf7	0	14	1	14	0	14	0	14	13	1	0	0	14	0	0	0	14	0	0	0	13	0	1	0	13	0	1	0	14	0	0	0
Ethiopia	38.27629642	11.244838919395992	8940	MalariaGEN Pf7	0	11	1	11	0	11	0	11	10	1	0	0	11	0	0	0	11	0	0	0	10	0	1	0	10	0	1	0	11	0	0	0
United Republic of Tanzania	38.77629642000032	-10.405783011604116	8964	Moser et al 2021	3	86	2	66	3	67	0	81	63	0	0	2	63	0	0	3	74	0	3	0	58	0	0	2	63	0	2	0	61	0	3	0
United Republic of Tanzania	38.77629642000041	-6.941685484756708	8966	Moser et al 2021	31	88	27	63	25	59	0	92	30	5	2	18	29	4	2	16	45	0	26	0	22	3	5	15	34	0	24	0	31	0	24	0
United Republic of Tanzania	38.77629642000001	-5.2096356746287205	8967	MalariaGEN Pf7	42	285	40	283	53	280	0	313	214	17	17	22	202	24	16	23	241	0	42	0	194	31	21	16	239	0	40	0	226	0	53	0
United Republic of Tanzania	39.77629641999989	-10.405783011604143	9038	Moser et al 2021	1	12	1	8	0	8	0	11	7	1	0	0	8	0	0	0	10	0	1	0	6	0	1	0	7	0	1	0	8	0	0	0
Kenya	39.776296419999845	-3.4775853810863917	9042	MalariaGEN Pf7	99	598	109	587	111	570	2	648	438	31	22	73	430	31	11	70	497	0	99	0	394	44	30	61	475	1	109	0	453	2	111	0
Madagascar	46.27629642000005	-16.467943607184786	9516	MalariaGEN Pf7	4	24	0	23	5	23	0	23	19	0	4	0	17	3	1	2	19	0	4	0	17	5	0	0	23	0	0	0	17	0	5	0
Madagascar	47.276296419999795	-21.66406656803999	9587	MalariaGEN Pf7	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
